s_m,s_meas_m,R_kN,q_kPa,ds_mm,wall_s
0.00715,0.00715,1639.10887,409.777217,0.05,1251.7351
0.0072,0.0072,1645.48823,411.372058,0.05,1261.05837
0.00725,0.00725,1652.02013,413.005032,0.05,1271.74663
0.0073,0.0073,1658.47756,414.61939,0.1,1282.58096
0.0074,0.0074,1672.00605,418.001513,0.1,1291.75851
0.0075,0.0075,1683.58227,420.895566,0.1,1309.28871
0.00755,0.00755,1691.60505,422.901263,0.05,1373.69931
0.0076,0.0076,1696.9773,424.244324,0.05,1381.57955
0.00765,0.00765,1703.48432,425.871079,0.05,1390.09698
0.0077,0.0077,1709.60586,427.401465,0.05,1397.25532
0.00775,0.00775,1715.92885,428.982213,0.05,1405.73884
0.0078,0.0078,1722.07392,430.51848,0.1,1414.40732
0.0079,0.0079,1735.09537,433.773844,0.1,1424.62006
0.008,0.008,1746.10103,436.525259,0.1,1440.28118
0.00805,0.00805,1753.92735,438.481836,0.05,1510.92486
0.0081,0.0081,1758.96137,439.740343,0.05,1520.6289
0.00815,0.00815,1765.25216,441.313039,0.05,1530.26383
0.0082,0.0082,1770.95215,442.738038,0.05,1538.72784
0.00825,0.00825,1777.03911,444.259777,0.05,1548.21167
0.0083,0.0083,1782.91231,445.728078,0.1,1556.79685
0.0084,0.0084,1795.44613,448.861533,0.1,1564.84077
0.0085,0.0085,1805.95143,451.487857,0.1,1578.94803
0.00855,0.00855,1813.53917,453.384792,0.05,1644.72203
0.0086,0.0086,1818.16975,454.542437,0.05,1657.74926
0.00865,0.00865,1824.18126,456.045316,0.05,1668.49565
0.0087,0.0087,1829.60324,457.400809,0.05,1679.79441
0.00875,0.00875,1835.41785,458.854463,0.05,1689.76074
0.0088,0.0088,1841.04021,460.260053,0.1,1698.68076
0.0089,0.0089,1851.68239,462.920598,0.1,1716.87705
0.00895,0.00895,1859.17955,464.794887,0.05,1789.4146
0.009,0.009,1863.59318,465.898296,0.05,1796.95383
0.00905,0.00905,1869.41373,467.353433,0.05,1805.79361
0.0091,0.0091,1874.77391,468.693478,0.05,1815.66583
0.00915,0.00915,1880.37795,470.094488,0.05,1824.0631
0.0092,0.0092,1885.8792,471.469799,0.1,1832.88366
0.0093,0.0093,1896.24991,474.062478,0.1,1849.86023
0.00935,0.00935,1903.73557,475.933892,0.05,1914.47327
0.0094,0.0094,1907.86394,476.965986,0.05,1922.22784
0.00945,0.00945,1913.45717,478.364293,0.05,1929.87548
0.0095,0.0095,1918.72819,479.682047,0.05,1938.34537
0.00955,0.00955,1924.16358,481.040896,0.05,1947.4366
0.0096,0.0096,1929.51987,482.379968,0.1,1955.78933
0.0097,0.0097,1939.7475,484.936876,0.1,1973.33538
0.00975,0.00975,1947.03008,486.757521,0.05,2040.67534
0.0098,0.0098,1950.89727,487.724318,0.05,2049.37965
0.00985,0.00985,1956.38077,489.095194,0.05,2057.61221
0.0099,0.0099,1961.46246,490.365615,0.05,2066.34153
0.00995,0.00995,1966.75589,491.688974,0.05,2075.00098
0.01,0.01,1971.97242,492.993106,0.1,2085.58801
0.0101,0.0101,1981.92964,495.48241,0.1,2103.07763
0.01015,0.01015,1989.13448,497.28362,0.05,2174.14971
0.0102,0.0102,1992.84304,498.21076,0.05,2184.15863
0.01025,0.01025,1998.16002,499.540006,0.05,2192.55172
0.0103,0.0103,2003.13753,500.784384,0.05,2200.21137
0.01035,0.01035,2008.28208,502.070521,0.05,2208.55441
0.0104,0.0104,2013.34261,503.335651,0.1,2216.44845
0.0105,0.0105,2022.79071,505.697677,0.1,2229.13839
0.01055,0.01055,2029.90154,507.475385,0.05,2291.57213
0.0106,0.0106,2033.17135,508.292836,0.05,2300.25096
0.01065,0.01065,2038.23748,509.55937,0.05,2308.43776
0.0107,0.0107,2042.97674,510.744186,0.05,2318.29999
0.01075,0.01075,2047.90741,511.976853,0.05,2325.52304
0.0108,0.0108,2052.74653,513.186633,0.1,2334.84315
0.0109,0.0109,2061.80043,515.450107,0.1,2349.26199
0.01095,0.01095,2068.86159,517.215397,0.05,2416.42433
0.011,0.011,2071.75361,517.938402,0.05,2424.33279
0.01105,0.01105,2076.50967,519.127416,0.05,2432.98516
0.0111,0.0111,2081.10881,520.277203,0.05,2441.8914
0.01115,0.01115,2085.77933,521.444832,0.05,2449.07639
0.0112,0.0112,2090.43746,522.609366,0.1,2457.61144
0.0113,0.0113,2099.15525,524.788811,0.1,2471.54899
0.01135,0.01135,2106.10946,526.527364,0.05,2534.41991
0.0114,0.0114,2108.25456,527.063641,0.05,2549.40346
0.01145,0.01145,2114.99793,528.749483,0.05,2557.68878
0.0115,0.0115,2118.03467,529.508668,0.05,2565.24904
0.01155,0.01155,2121.87383,530.468457,0.05,2579.47566
0.0116,0.0116,2128.04682,532.011706,0.1,2586.67756
0.0117,0.0117,2135.415,533.85375,0.1,2602.63764
0.01175,0.01175,2142.28673,535.571683,0.05,2668.97105
0.0118,0.0118,2144.16617,536.041541,0.05,2681.68237
0.01185,0.01185,2150.74285,537.685712,0.05,2692.08104
0.0119,0.0119,2152.978,538.244499,0.05,2709.87743
0.01195,0.01195,2159.37218,539.843046,0.05,2717.90606
0.012,0.012,2162.42456,540.606141,0.1,2725.40477
0.0121,0.0121,2170.32857,542.582142,0.1,2739.26407
0.0122,0.0122,2178.93454,544.733635,0.1,2755.82566
0.0123,0.0123,2187.82203,546.955507,0.1,2770.60141
0.0124,0.0124,2196.29542,549.073856,0.1,2788.02948
0.0125,0.0125,2204.81021,551.202553,0.1,2806.13274
0.0126,0.0126,2213.1322,553.283051,0.2,2822.63036
0.0128,0.0128,2229.51577,557.378942,0.2,2842.22207
0.0129,0.0129,2237.63908,559.409769,0.1,2911.53884
0.013,0.013,2245.84025,561.460063,0.1,2925.64132
0.0131,0.0131,2253.75118,563.437796,0.1,2943.55999
0.0132,0.0132,2261.78523,565.446307,0.1,2961.56635
0.0133,0.0133,2269.60276,567.400691,0.1,2976.60807
0.0134,0.0134,2277.54864,569.387159,0.2,2993.49142
0.0136,0.0136,2293.05409,573.263522,0.2,3010.22154
0.0137,0.0137,2300.61751,575.154377,0.1,3080.26096
0.0138,0.0138,2308.28113,577.070282,0.1,3095.41731
0.0139,0.0139,2315.87635,578.969088,0.1,3110.3223
0.014,0.014,2323.29506,580.823765,0.1,3123.89529
0.0141,0.0141,2330.77802,582.694505,0.1,3137.50332
0.0142,0.0142,2338.60072,584.650179,0.2,3151.95065
0.0144,0.0144,2352.67459,588.168647,0.2,3168.58238
0.0145,0.0145,2360.08209,590.020522,0.1,3233.52858
0.0146,0.0146,2367.58142,591.895356,0.1,3247.35506
0.0147,0.0147,2374.28608,593.571519,0.1,3263.65494
0.0148,0.0148,2381.5414,595.385351,0.1,3276.14952
0.0149,0.0149,2388.97768,597.244419,0.1,3290.94463
0.015,0.015,2395.72387,598.930967,0.2,3305.66574
0.0152,0.0152,2409.42182,602.355456,0.2,3323.16234
0.0153,0.0153,2416.23934,604.059836,0.1,3398.84628
0.0154,0.0154,2423.52053,605.880133,0.1,3414.62319
0.0155,0.0155,2430.12456,607.531141,0.1,3430.5872
0.0156,0.0156,2437.13505,609.283762,0.1,3446.28059
0.0157,0.0157,2443.54542,610.886355,0.1,3459.5818
0.0158,0.0158,2450.55209,612.638022,0.2,3474.21607
0.016,0.016,2463.19154,615.797885,0.2,3490.83927
0.0161,0.0161,2469.92688,617.48172,0.1,3564.56922
0.0162,0.0162,2476.48541,619.121351,0.1,3580.08901
0.0163,0.0163,2483.32089,620.830222,0.1,3596.22816
0.0164,0.0164,2489.34308,622.335769,0.1,3609.75307
0.0165,0.0165,2496.07819,624.019549,0.1,3622.73867
0.0166,0.0166,2502.05295,625.513237,0.2,3638.39227
0.0168,0.0168,2514.57783,628.644457,0.2,3653.73996
0.0169,0.0169,2520.84742,630.211856,0.1,3726.6722
0.017,0.017,2527.04568,631.761421,0.1,3741.43016
0.0171,0.0171,2533.58843,633.397109,0.1,3756.27473
0.0172,0.0172,2539.31569,634.828921,0.1,3772.36992
0.0173,0.0173,2545.77295,636.443237,0.1,3785.12477
0.0174,0.0174,2551.4606,637.865149,0.2,3801.71704
