s_m,s_meas_m,R_kN,q_kPa,q_over_qVesic,ds_mm,wall_s
0.097475,0.097475,7149.22319,1787.3058,2.80371654,0.2,4739.87523
0.097675,0.097675,7157.79985,1789.44996,2.80708006,0.2,4748.13773
0.097875,0.097875,7166.36742,1791.59186,2.81044001,0.4,4755.70302
0.098075,0.098075,7174.92541,1793.73135,2.8137962,0.2,4784.90561
0.098275,0.098275,7183.47938,1795.86985,2.81715082,0.2,4791.944
0.098475,0.098475,7192.02652,1798.00663,2.82050276,0.2,4799.12064
0.098675,0.098675,7200.56473,1800.14118,2.82385119,0.2,4806.82292
0.098875,0.098875,7209.09268,1802.27317,2.82719561,0.4,4813.91235
0.099075,0.099075,7217.6117,1804.40292,2.83053652,0.2,4842.94895
0.099275,0.099275,7226.08158,1806.5204,2.83385816,0.2,4849.38787
0.099475,0.099475,7234.5371,1808.63428,2.83717417,0.2,4855.30167
0.099675,0.099675,7242.98445,1810.74611,2.84048697,0.2,4863.51235
0.099875,0.099875,7251.41742,1812.85436,2.84379414,0.4,4870.71247
0.100075,0.100075,7259.82883,1814.95721,2.84709284,0.2,4900.0405
0.100275,0.100275,7268.23344,1817.05836,2.85038889,0.2,4908.11455
0.100475,0.100475,7276.63029,1819.15757,2.85368189,0.2,4917.5962
0.100675,0.100675,7285.02064,1821.25516,2.85697233,0.2,4926.47349
0.100875,0.100875,7293.40781,1823.35195,2.86026154,0.4,4934.20329
0.101075,0.101075,7301.78743,1825.44686,2.86354778,0.2,4965.39332
0.101275,0.101275,7310.16166,1827.54042,2.86683191,0.2,4973.67289
0.101475,0.101475,7318.53004,1829.63251,2.87011374,0.2,4982.04156
0.101675,0.101675,7326.87762,1831.7194,2.87338742,0.2,4988.54106
0.101875,0.101875,7335.21085,1833.80271,2.87665547,0.4,4995.6468
0.102075,0.102075,7343.52925,1835.88231,2.8799177,0.2,5024.74225
0.102275,0.102275,7351.84117,1837.96029,2.88317739,0.2,5031.32479
0.102475,0.102475,7360.1453,1840.03633,2.88643403,0.2,5039.04355
0.102675,0.102675,7368.44544,1842.11136,2.8896891,0.2,5046.57119
0.102875,0.102875,7376.73833,1844.18458,2.89294134,0.4,5053.45513
0.103075,0.103075,7385.02975,1846.25744,2.89619299,0.2,5084.74914
0.103275,0.103275,7393.31368,1848.32842,2.8994417,0.2,5092.81517
0.103475,0.103475,7401.59199,1850.398,2.90268821,0.2,5099.92634
0.103675,0.103675,7409.86294,1852.46573,2.90593184,0.2,5108.17374
0.103875,0.103875,7418.12415,1854.53104,2.90917164,0.4,5117.17248
0.104075,0.104075,7426.37588,1856.59397,2.91240773,0.2,5145.6402
0.104275,0.104275,7434.62028,1858.65507,2.91564094,0.2,5153.29426
0.104475,0.104475,7442.85938,1860.71484,2.91887208,0.2,5159.37472
0.104675,0.104675,7451.08963,1862.77241,2.92209974,0.2,5167.19889
0.104875,0.104875,7459.2723,1864.81807,2.92530875,0.4,5175.38635
0.105075,0.105075,7467.43285,1866.85821,2.92850908,0.2,5206.02851
0.105275,0.105275,7475.58331,1868.89583,2.93170545,0.2,5214.84735
0.105375,0.105375,7479.65792,1869.91448,2.93330339,0.1,5243.55836
0.105475,0.105475,7483.73241,1870.9331,2.93490129,0.1,5250.67483
0.105575,0.105575,7487.80464,1871.95116,2.9364983,0.1,5257.1988
0.105675,0.105675,7491.87289,1872.96822,2.93809375,0.1,5263.48205
0.105775,0.105775,7495.94022,1873.98505,2.93968883,0.2,5269.94769
0.105975,0.105975,7504.06113,1876.01528,2.94287362,0.2,5277.81825
0.106175,0.106175,7512.17473,1878.04368,2.94605554,0.2,5285.9818
0.106275,0.106275,7516.2298,1879.05745,2.94764582,0.1,5312.70352
0.106375,0.106375,7520.28423,1880.07106,2.94923584,0.1,5318.47299
0.106475,0.106475,7524.33816,1881.08454,2.95082568,0.1,5325.01484
0.106575,0.106575,7528.38857,1882.09714,2.95241413,0.1,5331.62991
0.106675,0.106675,7532.4386,1883.10965,2.95400243,0.2,5338.15649
0.106875,0.106875,7540.5292,1885.1323,2.95717533,0.2,5347.02641
0.107075,0.107075,7548.61176,1887.15294,2.96034508,0.2,5355.22267
0.107275,0.107275,7556.69143,1889.17286,2.96351368,0.2,5363.89447
0.107375,0.107375,7560.73093,1890.18273,2.96509786,0.1,5391.38908
0.107475,0.107475,7564.76839,1891.1921,2.96668123,0.1,5397.91369
0.107575,0.107575,7568.80404,1892.20101,2.9682639,0.1,5404.41602
0.107675,0.107675,7572.83749,1893.20937,2.9698457,0.1,5411.03028
0.107775,0.107775,7576.86993,1894.21748,2.9714271,0.2,5416.98919
0.107875,0.107875,7580.90044,1895.22511,2.97300775,0.1,5443.93453
0.107975,0.107975,7584.92761,1896.2319,2.97458709,0.1,5450.75064
0.108075,0.108075,7588.95523,1897.23881,2.9761666,0.1,5457.07794
0.108175,0.108175,7592.98132,1898.24533,2.97774552,0.1,5463.52646
0.108275,0.108275,7597.00491,1899.25123,2.97932345,0.2,5470.53726
0.108475,0.108475,7605.04374,1901.26093,2.98247605,0.2,5478.94651
0.108575,0.108575,7609.06273,1902.26568,2.98405218,0.1,5507.20915
0.108675,0.108675,7613.08011,1903.27003,2.98562768,0.1,5513.66208
