s_m,s_over_B,q_kPa,ds_mm,relaxed,wall_s
0.14631,0.073155,263.584277,0.25,1,500.684017
0.14656,0.07328,263.62195,0.25,1,501.882497
0.14681,0.073405,263.632083,0.5,1,503.008121
0.14731,0.073655,263.604984,0.5,1,504.376652
0.14756,0.07378,263.685004,0.25,1,506.823071
0.14781,0.073905,263.688841,0.25,1,508.041688
0.14806,0.07403,263.681815,0.25,1,509.295421
0.14831,0.074155,263.720051,0.25,1,510.545499
0.14856,0.07428,263.690809,0.25,1,511.696156
0.14881,0.074405,263.748873,0.5,1,512.883365
0.14906,0.07453,263.744385,0.25,1,515.453092
0.14931,0.074655,263.724668,0.25,1,516.744488
0.14956,0.07478,263.796641,0.25,1,518.002573
0.14981,0.074905,263.79603,0.25,1,519.218289
0.15006,0.07503,263.797403,0.25,1,520.380987
0.15031,0.075155,263.784665,0.5,1,521.624108
0.15056,0.07528,263.851647,0.25,1,524.287768
0.15081,0.075405,263.836845,0.25,1,525.489855
0.15106,0.07553,263.864533,0.25,1,526.774657
0.15131,0.075655,263.893459,0.25,1,528.037184
0.15156,0.07578,263.876017,0.25,1,529.301079
0.15181,0.075905,263.923288,0.5,1,530.510226
0.15231,0.076155,263.948254,0.5,1,531.840871
0.15281,0.076405,263.959203,0.5,1,533.217877
0.15331,0.076655,264.010995,0.5,1,534.534799
0.15381,0.076905,264.012309,0.5,1,535.821182
0.15431,0.077155,264.009979,0.5,1,537.11336
0.15481,0.077405,264.066373,1,1,538.401186
0.15506,0.07753,264.094946,0.25,1,542.235375
0.15531,0.077655,264.090093,0.25,1,543.521713
0.15556,0.07778,264.120071,0.25,1,544.777655
0.15581,0.077905,264.12512,0.25,1,545.997493
0.15606,0.07803,264.146793,0.25,1,547.247976
0.15631,0.078155,264.153028,0.5,1,548.462884
0.15681,0.078405,264.161809,0.5,1,549.714018
0.15706,0.07853,264.185874,0.25,1,552.369748
0.15731,0.078655,264.203455,0.25,1,553.655821
0.15756,0.07878,264.203606,0.25,1,554.891144
0.15781,0.078905,264.219728,0.25,1,556.208965
0.15806,0.07903,264.23677,0.25,1,557.542431
0.15831,0.079155,264.264283,0.5,1,558.895991
0.15881,0.079405,264.185833,0.5,1,560.273022
0.15931,0.079655,264.308034,0.5,1,561.605104
0.15956,0.07978,264.308836,0.25,1,564.588787
0.15981,0.079905,264.337845,0.25,1,566.22367
0.16006,0.08003,264.340323,0.25,1,567.602443
0.16031,0.080155,264.367818,0.25,1,569.240672
0.16056,0.08028,264.374528,0.25,1,570.658774
0.16081,0.080405,264.3829,0.5,1,571.985595
0.16131,0.080655,264.401799,0.5,1,573.297816
0.16156,0.08078,264.431287,0.25,1,575.980192
0.16181,0.080905,264.440572,0.25,1,577.189288
0.16206,0.08103,264.444412,0.25,1,578.535523
0.16231,0.081155,264.451583,0.25,1,579.823589
0.16256,0.08128,264.466743,0.25,1,581.160886
0.16281,0.081405,264.492931,0.5,1,582.444278
0.16331,0.081655,264.466531,0.5,1,583.816496
0.16381,0.081905,264.532339,0.5,1,585.256119
0.16431,0.082155,264.564904,0.5,1,586.719933
0.16481,0.082405,264.597166,0.5,1,588.014865
0.16531,0.082655,264.609946,0.5,1,589.512197
0.16581,0.082905,264.632384,1,1,590.875817
0.16631,0.083155,264.672586,0.5,1,593.608717
0.16656,0.08328,264.673457,0.25,1,596.321222
0.16681,0.083405,264.694763,0.25,1,597.716743
0.16706,0.08353,264.698859,0.25,1,599.03469
0.16731,0.083655,264.719749,0.25,1,600.505958
0.16756,0.08378,264.737665,0.25,1,601.813786
0.16781,0.083905,264.700097,0.5,1,603.133229
0.16831,0.084155,264.730466,0.5,1,604.532554
0.16881,0.084405,264.795173,0.5,1,605.939217
0.16931,0.084655,264.778548,0.5,1,607.244802
0.16981,0.084905,264.809411,0.5,1,608.637008
0.17031,0.085155,264.841907,0.5,1,610.066856
0.17081,0.085405,264.868683,1,1,611.482633
0.17106,0.08553,264.885095,0.25,1,615.58628
0.17131,0.085655,264.894024,0.25,1,616.85533
0.17156,0.08578,264.887755,0.25,1,618.219781
0.17181,0.085905,264.908747,0.25,1,619.557166
0.17206,0.08603,264.899471,0.25,1,620.872317
0.17231,0.086155,264.895182,0.5,1,622.142849
0.17256,0.08628,264.946263,0.25,1,624.877857
0.17281,0.086405,264.941118,0.25,1,626.203352
0.17306,0.08653,264.965449,0.25,1,627.548436
0.17331,0.086655,264.963006,0.25,1,628.868905
0.17356,0.08678,264.954954,0.25,1,630.202597
0.17381,0.086905,265.014991,0.5,1,631.513903
0.17431,0.087155,265.00152,0.5,1,632.868285
0.17481,0.087405,265.039844,0.5,1,634.182884
0.17506,0.08753,265.075904,0.25,1,636.78978
0.17531,0.087655,265.085367,0.25,1,638.099221
0.17556,0.08778,265.037623,0.25,1,639.356208
0.17581,0.087905,265.091536,0.25,1,640.661132
0.17606,0.08803,265.074358,0.25,1,642.105789
0.17631,0.088155,265.129456,0.5,1,643.457213
0.17681,0.088405,265.137376,0.5,1,644.935328
0.17706,0.08853,265.155581,0.25,1,647.669178
0.17731,0.088655,265.174846,0.25,1,649.022598
0.17756,0.08878,265.179673,0.25,1,650.289667
0.17781,0.088905,265.18722,0.25,1,651.601867
0.17806,0.08903,265.142511,0.25,1,652.809412
0.17831,0.089155,265.213393,0.5,1,654.179378
0.17881,0.089405,265.21063,0.5,1,655.620672
0.17906,0.08953,265.240682,0.25,1,658.6822
0.17931,0.089655,265.254877,0.25,1,660.000811
0.17956,0.08978,265.25733,0.25,1,661.432269
0.17981,0.089905,265.271788,0.25,1,662.709972
0.18006,0.09003,265.258463,0.25,1,664.012695
0.18031,0.090155,265.258413,0.5,1,665.441764
0.18081,0.090405,265.248316,0.5,1,666.96982
0.18131,0.090655,265.325261,0.5,1,668.398768
0.18156,0.09078,265.354353,0.25,1,671.228543
0.18181,0.090905,265.243111,0.25,1,672.51706
0.18206,0.09103,265.346987,0.25,1,673.790455
0.18231,0.091155,265.386081,0.25,1,675.138291
0.18256,0.09128,265.363066,0.25,1,676.414552
0.18281,0.091405,265.400413,0.5,1,677.766676
0.18331,0.091655,265.37206,0.5,1,679.185331
0.18356,0.09178,265.434432,0.25,1,682.118814
0.18381,0.091905,265.428874,0.25,1,683.398142
0.18406,0.09203,265.451993,0.25,1,684.805639
0.18431,0.092155,265.452297,0.25,1,686.168496
0.18456,0.09228,265.474291,0.25,1,687.541539
0.18481,0.092405,265.474682,0.5,1,689.0345
0.18531,0.092655,265.503569,0.5,1,690.42622
0.18556,0.09278,265.512855,0.25,1,693.389447
0.18581,0.092905,265.541267,0.25,1,694.765672
0.18606,0.09303,265.547041,0.25,1,696.1158
0.18631,0.093155,265.534495,0.25,1,697.544192
0.18656,0.09328,265.563665,0.25,1,699.016073
0.18681,0.093405,265.578055,0.5,1,700.594781
0.18731,0.093655,265.537059,0.5,1,702.058938
0.18756,0.09378,265.585023,0.25,1,705.063919
0.18781,0.093905,265.616069,0.25,1,706.410343
0.18806,0.09403,265.606132,0.25,1,707.702265
0.18831,0.094155,265.628029,0.25,1,708.949741
0.18856,0.09428,265.652762,0.25,1,710.523538
0.18881,0.094405,265.668134,0.5,1,712.130121
0.18906,0.09453,265.654464,0.25,1,715.06374
0.18931,0.094655,265.649849,0.25,1,716.420679
0.18956,0.09478,265.664644,0.25,1,717.839135
0.18981,0.094905,265.677334,0.25,1,719.18843
0.19006,0.09503,265.699749,0.25,1,720.616589
0.19031,0.095155,265.719125,0.5,1,721.969594
0.19056,0.09528,265.67305,0.25,1,724.854149
0.19081,0.095405,265.725478,0.25,1,726.211883
0.19106,0.09553,265.665244,0.25,1,727.618433
0.19131,0.095655,265.759254,0.25,1,728.952957
0.19156,0.09578,265.762616,0.25,1,730.428578
0.19181,0.095905,265.765449,0.5,1,731.767701
0.19231,0.096155,265.793184,0.5,1,733.402838
0.19281,0.096405,265.806264,0.5,1,734.879807
0.19331,0.096655,265.814156,0.5,1,736.27234
0.19381,0.096905,265.838488,0.5,1,737.697273
0.19406,0.09703,265.854214,0.25,1,740.428622
0.19431,0.097155,265.879868,0.25,1,741.897978
0.19456,0.09728,265.884496,0.25,1,743.264112
0.19481,0.097405,265.881972,0.25,1,744.460256
0.19506,0.09753,265.891157,0.25,1,745.753551
0.19531,0.097655,265.86178,0.5,1,747.143373
0.19581,0.097905,265.926556,0.5,1,748.563101
0.19631,0.098155,265.927265,0.5,1,750.043309
0.19656,0.09828,265.96879,0.25,1,752.96733
0.19681,0.098405,265.962945,0.25,1,754.39545
0.19706,0.09853,265.98548,0.25,1,755.769815
0.19731,0.098655,265.998681,0.25,1,757.000684
0.19756,0.09878,266.01195,0.25,1,758.491117
0.19781,0.098905,265.971795,0.5,1,760.015725
0.19831,0.099155,266.012938,0.5,1,761.387126
0.19881,0.099405,265.945177,0.5,1,762.919239
0.19931,0.099655,266.06128,0.5,1,764.294013
0.19956,0.09978,266.057203,0.25,1,767.006864
0.19981,0.099905,266.097521,0.25,1,768.341823
0.20006,0.10003,266.080175,0.25,1,769.702076
0.20031,0.100155,266.122538,0.25,1,770.981028
0.20056,0.10028,266.124636,0.25,1,772.258857
0.20081,0.100405,266.134788,0.5,1,773.509694
0.20131,0.100655,266.150853,0.5,1,774.890373
0.20156,0.10078,266.160828,0.25,1,777.617228
0.20181,0.100905,266.15845,0.25,1,778.894742
0.20206,0.10103,266.165163,0.25,1,780.16919
