s_m,s_over_B,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.00245,0.001225,48.0384928,48.0384928,0.05,0,66.9687519
0.0025,0.00125,48.4873544,48.4873544,0.05,0,67.1673532
0.00255,0.001275,48.9301682,48.9301682,0.05,0,67.3754182
0.0026,0.0013,49.3613096,49.3613096,0.05,0,67.5850728
0.00265,0.001325,49.7785329,49.7785329,0.05,0,67.77038
0.0027,0.00135,50.1811248,50.1811248,0.1,0,67.9611518
0.00275,0.001375,50.577373,50.577373,0.05,0,73.5647142
0.0028,0.0014,50.9685792,50.9685792,0.05,0,73.7930725
0.00285,0.001425,51.3558077,51.3558077,0.05,0,74.016099
0.0029,0.00145,51.7388592,51.7388592,0.05,0,74.2413847
0.00295,0.001475,52.1180618,52.1180618,0.05,0,74.462676
0.003,0.0015,52.4942372,52.4942372,0.1,0,74.691143
0.00305,0.001525,52.8640867,52.8640867,0.05,0,82.8268859
0.0031,0.00155,53.2300498,53.2300498,0.05,0,83.0601571
0.00315,0.001575,53.5909741,53.5909741,0.05,0,83.3031523
0.0032,0.0016,53.9386775,53.9386775,0.05,0,83.5351679
0.00325,0.001625,54.2814718,54.2814718,0.05,0,83.7855718
0.0033,0.00165,54.619887,54.619887,0.1,0,84.0376856
0.00335,0.001675,54.9548862,54.9548862,0.05,0,92.1533883
0.0034,0.0017,55.287183,55.287183,0.05,0,92.3994675
0.00345,0.001725,55.6141761,55.6141761,0.05,0,92.6023188
0.0035,0.00175,55.9353293,55.9353293,0.05,0,92.8336964
0.00355,0.001775,56.2520877,56.2520877,0.05,0,93.1114354
0.0036,0.0018,56.566394,56.566394,0.1,0,93.408649
0.00365,0.001825,56.8777369,56.8777369,0.05,0,100.632007
0.0037,0.00185,57.1857017,57.1857017,0.05,0,100.912617
0.00375,0.001875,57.4905923,57.4905923,0.05,0,101.171467
0.0038,0.0019,57.786243,57.786243,0.05,0,101.434612
0.00385,0.001925,58.0765438,58.0765438,0.05,0,101.675441
0.0039,0.00195,58.3634291,58.3634291,0.1,0,101.965461
0.00395,0.001975,58.6481693,58.6481693,0.05,0,109.068896
0.004,0.002,58.9305405,58.9305405,0.05,0,109.341127
0.00405,0.002025,59.2080792,59.2080792,0.05,0,109.616066
0.0041,0.00205,59.4829488,59.4829488,0.05,0,109.841996
0.00415,0.002075,59.75553,59.75553,0.05,0,110.131877
0.0042,0.0021,60.0263908,60.0263908,0.1,0,110.527656
0.00425,0.002125,60.2948778,60.2948778,0.05,0,117.00425
0.0043,0.00215,60.5602965,60.5602965,0.05,0,117.439852
0.00435,0.002175,60.8246173,60.8246173,0.05,0,117.718475
0.0044,0.0022,61.0870093,61.0870093,0.05,0,117.999608
0.00445,0.002225,61.3479463,61.3479463,0.05,0,118.259285
0.0045,0.00225,61.6060824,61.6060824,0.1,0,118.630865
0.00455,0.002275,61.8630949,61.8630949,0.05,0,126.261757
0.0046,0.0023,62.1193718,62.1193718,0.05,0,126.5367
0.00465,0.002325,62.3732853,62.3732853,0.05,0,126.86164
0.0047,0.00235,62.626554,62.626554,0.05,0,127.29486
0.00475,0.002375,62.8787994,62.8787994,0.05,0,127.658827
0.0048,0.0024,63.1296904,63.1296904,0.1,0,127.956059
0.00485,0.002425,63.3786676,63.3786676,0.05,0,135.395423
0.0049,0.00245,63.6265406,63.6265406,0.05,0,135.69179
0.00495,0.002475,63.8723178,63.8723178,0.05,0,135.9953
0.005,0.0025,64.1160233,64.1160233,0.05,0,136.293109
0.00505,0.002525,64.3552066,64.3552066,0.05,0,136.584334
0.0051,0.00255,64.5897354,64.5897354,0.1,0,136.836554
0.00515,0.002575,64.8229599,64.8229599,0.05,0,143.479421
0.0052,0.0026,65.0563141,65.0563141,0.05,0,143.760811
0.00525,0.002625,65.2891193,65.2891193,0.05,0,144.09858
0.0053,0.00265,65.5208352,65.5208352,0.05,0,144.4115
0.00535,0.002675,65.7507262,65.7507262,0.05,0,144.714458
0.0054,0.0027,65.9801201,65.9801201,0.1,0,145.00492
0.00545,0.002725,66.209804,66.209804,0.05,0,152.047129
0.0055,0.00275,66.4377587,66.4377587,0.05,0,152.323469
0.00555,0.002775,66.666684,66.666684,0.05,0,152.537457
0.0056,0.0028,66.8930121,66.8930121,0.05,0,152.84848
0.00565,0.002825,67.1180289,67.1180289,0.05,0,153.240928
