s_m,s_meas_m,R_kN,q_kPa,q_over_qVesic,ds_mm,wall_s,p_exc_kPa
0.002175,0.002175,389.972951,97.4932378,0.152936002,0.2,190.686103,0.00545307165
0.002375,0.002375,417.027102,104.256776,0.16354585,0.2,196.531369,0.0057997448
0.002575,0.002575,443.728176,110.932044,0.174017232,0.2,203.539571,0.00615093675
0.002775,0.002775,470.082106,117.520527,0.184352473,0.2,210.659471,0.00650461718
0.002975,0.002975,496.03282,124.008205,0.194529585,0.4,218.149767,0.00685911446
0.003375,0.003375,546.374913,136.593728,0.214272284,0.4,226.781162,0.00757563264
0.003775,0.003775,595.490964,148.872741,0.233534165,0.4,235.168478,0.00828662782
0.003975,0.003975,619.851727,154.962932,0.243087744,0.2,280.473465,0.00864039197
0.004175,0.004175,643.87526,160.968815,0.252509072,0.2,288.8316,0.00899859041
0.004375,0.004375,667.587805,166.896951,0.26180844,0.2,296.998098,0.00935802252
0.004575,0.004575,690.934744,172.733686,0.270964428,0.2,305.318992,0.00971627494
0.004775,0.004775,714.001164,178.500291,0.280010404,0.4,313.42431,0.0100766346
0.005175,0.005175,759.07321,189.768303,0.297686344,0.4,323.367567,0.010804544
0.005575,0.005575,803.298282,200.824571,0.315030126,0.4,339.805104,0.0115297932
0.005975,0.005975,846.343092,211.585773,0.331911043,0.4,346.740964,0.0122492106
0.006375,0.006375,888.326418,222.081605,0.348375678,0.4,353.726883,0.0129702997
0.006775,0.006775,929.293702,232.323425,0.36444185,0.4,362.310117,0.0136923021
0.007175,0.007175,969.41141,242.352853,0.380174843,0.4,372.657584,0.0144153337
0.007575,0.007575,1008.78704,252.19676,0.395616815,0.4,384.399844,0.0151390867
0.007975,0.007975,1047.45033,261.862583,0.410779429,0.4,393.761248,0.0158624579
0.008375,0.008375,1085.41055,271.352638,0.425666319,0.4,407.164528,0.0165847918
0.008775,0.008775,1122.57468,280.64367,0.440241005,0.4,417.466086,0.0173037371
0.009175,0.009175,1158.88838,289.722095,0.454482177,0.4,429.206592,0.0180182839
0.009575,0.009575,1194.50576,298.626441,0.468450275,0.4,441.26057,0.0187325952
0.009975,0.009975,1229.55359,307.388398,0.48219501,0.4,451.939095,0.0194447256
0.010375,0.010375,1263.81586,315.953965,0.495631671,0.4,463.808831,0.0201509293
0.010775,0.010775,1297.30565,324.326414,0.50876539,0.4,477.655295,0.0208536529
0.011175,0.011175,1330.09324,332.523309,0.521623722,0.4,488.789268,0.0215533089
0.011575,0.011575,1362.10845,340.527112,0.534179153,0.4,501.04039,0.0222469454
0.011975,0.011975,1393.52728,348.381819,0.5465007,0.4,512.935166,0.0229419249
0.012375,0.012375,1424.36474,356.091186,0.558594254,0.4,524.147641,0.0236357982
0.012775,0.012775,1454.57278,363.643195,0.570440964,0.4,534.520474,0.0243251261
0.013175,0.013175,1484.1572,371.039299,0.582043108,0.4,549.277759,0.0250100647
0.013575,0.013575,1513.17483,378.293707,0.593422975,0.4,565.092858,0.0256915872
0.013975,0.013975,1541.71829,385.429573,0.604616889,0.4,581.009873,0.0263714012
0.014375,0.014375,1569.64609,392.411523,0.615569356,0.4,597.358467,0.0270448671
