s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.2808,132.16801,132.16801,0.2,0,10832.643
0.281,132.166853,132.166853,0.2,0,10834.6872
0.2812,132.166999,132.166999,0.2,0,10836.7638
0.2814,132.167238,132.167238,0.4,0,10837.7982
0.2816,132.166549,132.166549,0.2,0,10849.8465
0.2818,132.167518,132.167518,0.2,0,10851.5435
0.282,132.167107,132.167107,0.2,0,10852.3227
0.2822,132.166135,132.166135,0.2,0,10854.0665
0.2824,132.167372,132.167372,0.2,0,10855.6971
0.2826,132.167192,132.167192,0.4,0,10856.8615
0.2828,132.16638,132.16638,0.2,0,10867.4214
0.283,132.166272,132.166272,0.2,0,10869.7909
0.2832,132.166482,132.166482,0.2,0,10870.9691
0.2834,132.166196,132.166196,0.2,0,10872.8811
0.2836,132.167275,132.167275,0.2,0,10875.8433
0.2838,132.167224,132.167224,0.4,0,10877.213
0.284,132.1659,132.1659,0.2,0,10888.0231
0.2842,132.165989,132.165989,0.2,0,10892.2065
0.2844,132.167009,132.167009,0.2,0,10893.9844
0.2846,132.166125,132.166125,0.2,0,10897.116
0.2848,132.166553,132.166553,0.2,0,10899.6445
0.285,132.166763,132.166763,0.4,0,10900.6085
0.2852,132.166308,132.166308,0.2,0,10912.5084
0.2854,132.167917,132.167917,0.2,0,10913.606
0.2856,132.168717,132.168717,0.2,0,10914.8383
0.2858,132.168213,132.168213,0.2,0,10916.967
0.286,132.168664,132.168664,0.2,0,10918.1003
0.2862,132.167768,132.167768,0.4,0,10919.9687
0.2864,132.168998,132.168998,0.2,0,10931.9016
0.2866,132.168057,132.168057,0.2,0,10934.3617
0.2868,132.168442,132.168442,0.2,0,10935.4422
0.287,132.167746,132.167746,0.2,0,10937.3081
0.2872,132.168334,132.168334,0.2,0,10938.3412
0.2874,132.167371,132.167371,0.4,0,10940.7364
0.2876,132.168142,132.168142,0.2,0,10951.6087
0.2878,132.168625,132.168625,0.2,0,10952.4474
0.288,132.167418,132.167418,0.2,0,10955.2577
0.2882,132.170312,132.170312,0.2,0,10956.7961
0.2884,132.169569,132.169569,0.2,0,10958.7142
0.2886,132.168548,132.168548,0.4,0,10960.9443
0.2888,132.168657,132.168657,0.2,0,10972.8446
0.289,132.16916,132.16916,0.2,0,10974.3024
0.2892,132.168383,132.168383,0.2,0,10976.5506
0.2894,132.169234,132.169234,0.2,0,10978.9599
0.2896,132.169656,132.169656,0.2,0,10979.9947
0.2898,132.168857,132.168857,0.4,0,10982.7015
0.29,132.167484,132.167484,0.2,0,10994.7504
