step,s_m,s_over_B,q_kPa,ds_mm,relaxed,ref_total,ref_control,ref_companion,ref_sign,g_floor,g_guard,g_hold,g_rev,g_trial,g_flip,g_backoff,wall_s
312,0.0133862242,0.00892414946,174.761,0.0875812,0,196,154,42,0,0,8958,0,892313,628,0,0,91.2
313,0.0134738053,0.0089825369,175.865,0.109476,0,196,154,42,0,0,8990,0,894563,630,0,0,91.5
314,0.0135285436,0.00901902905,176.481,0.0547382,0,202,160,42,0,0,9118,0,910399,720,0,0,92.5
315,0.0135832818,0.00905552119,177.143,0.0547382,0,202,160,42,0,0,9144,0,912649,720,0,0,92.8
316,0.01363802,0.00909201334,177.79,0.0547382,0,202,160,42,0,0,9174,0,914893,720,0,0,93.0
317,0.0136927582,0.00912850549,178.464,0.0547382,0,202,160,42,0,0,9208,0,917135,724,0,0,93.2
318,0.0137474965,0.00916499764,179.044,0.0547382,0,202,160,42,0,0,9244,0,919377,724,0,0,93.5
319,0.0138022347,0.00920148978,179.689,0.0684228,0,202,160,42,0,0,9278,0,921622,724,0,0,93.7
320,0.0138706575,0.00924710497,180.774,0.0684228,0,202,160,42,0,0,9304,0,923866,750,0,0,94.0
321,0.0139390802,0.00929272015,181.61,0.0684228,0,204,162,42,0,0,9346,0,926108,750,0,0,94.3
322,0.014007503,0.00933833534,182.491,0.0684228,0,204,162,42,0,0,9378,0,928348,750,0,0,94.5
323,0.0140759258,0.00938395052,183.219,0.0684228,0,204,162,42,0,0,9406,0,930590,750,0,0,94.8
324,0.0141443486,0.00942956571,183.986,0.0684228,0,204,162,42,0,0,9434,0,932840,750,0,0,95.1
325,0.0142127713,0.00947518089,184.79,0.0855285,0,204,162,42,0,0,9460,0,935091,750,0,0,95.4
326,0.0142982998,0.00953219987,185.54,0.0855285,0,204,162,42,0,0,9492,0,937331,766,0,0,95.7
327,0.0143838283,0.00958921885,186.909,0.0855285,0,204,162,42,0,0,9542,0,939575,766,0,0,96.0
328,0.0144693567,0.00964623783,188.157,0.0855285,0,204,162,42,0,0,9578,0,941818,766,0,0,96.3
329,0.0145548852,0.00970325681,189.199,0.0855285,0,204,162,42,0,0,9610,0,944065,766,0,0,96.6
330,0.0146404137,0.00976027579,190.269,0.0855285,0,204,162,42,0,0,9638,0,946321,766,0,0,96.9
331,0.0146831779,0.00978878528,190.796,0.0427642,0,214,172,42,0,0,9750,0,962167,778,0,0,97.7
332,0.0147259422,0.00981729477,191.301,0.0427642,0,214,172,42,0,0,9782,0,964407,778,0,0,97.9
333,0.0147687064,0.00984580426,191.794,0.0427642,0,214,172,42,0,0,9833,0,966649,778,0,0,98.1
334,0.0148114706,0.00987431375,192.288,0.0427642,0,214,172,42,0,0,9871,0,968891,781,0,0,98.3
335,0.0148542349,0.00990282324,192.703,0.0427642,0,214,172,42,0,0,9914,0,971133,781,0,0,98.5
336,0.0148969991,0.00993133274,193.232,0.0534553,0,214,172,42,0,0,9946,0,973375,783,0,0,98.7
337,0.0149504544,0.0099669696,193.857,0.0534553,0,214,172,42,0,0,9997,0,975617,798,0,0,99.0
338,0.0150039097,0.0100026065,194.552,0.0534553,0,214,172,42,0,0,10061,0,977861,798,0,0,99.2
339,0.015057365,0.0100382433,195.271,0.0534553,0,214,172,42,0,0,10094,0,980102,798,0,0,99.5
340,0.0151108203,0.0100738802,195.856,0.0534553,0,214,172,42,0,0,10132,0,982348,798,0,0,99.7
341,0.0151642756,0.010109517,196.431,0.0534553,0,214,172,42,0,0,10171,0,984602,798,0,0,99.9
342,0.0152177309,0.0101451539,197.066,0.0668191,0,214,172,42,0,0,10203,0,986854,803,0,0,100.2
343,0.01528455,0.0101897,197.697,0.0668191,0,214,172,42,0,0,10259,0,989098,813,0,0,100.4
