step,s_m,s_over_B,q_kPa,ds_mm,relaxed,ref_total,ref_control,ref_companion,ref_sign,g_floor,g_guard,g_hold,g_rev,g_trial,g_flip,g_backoff,wall_s
103,0.00732,0.00488,97.9742,0.04,0,143,135,8,0,0,3323,0,391458,478,0,0,50.0
104,0.00736,0.00490666667,98.3142,0.04,0,144,135,9,0,0,3437,0,393698,478,0,0,50.5
105,0.0074,0.00493333333,98.6423,0.04,0,145,135,10,0,0,3494,0,395938,478,0,0,50.9
106,0.00744,0.00496,98.9994,0.04,0,146,135,11,0,0,3555,0,398182,478,0,0,51.4
107,0.00748,0.00498666667,99.3902,0.08,0,147,135,12,0,0,3627,0,400424,478,0,0,51.9
108,0.00752,0.00501333333,99.8278,0.04,0,154,135,19,0,0,3903,0,416226,580,0,0,53.2
109,0.00754,0.00502666667,100.074,0.02,0,161,135,26,0,0,4155,0,432067,580,0,0,54.4
110,0.00756,0.00504,100.329,0.02,0,162,135,27,0,0,4216,0,434309,580,0,0,54.7
111,0.00758,0.00505333333,100.578,0.02,0,163,135,28,0,0,4312,0,436549,580,0,0,55.1
112,0.0076,0.00506666667,100.849,0.02,0,164,135,29,0,0,4381,0,438789,580,0,0,55.4
113,0.00762,0.00508,101.118,0.02,0,164,135,29,0,0,4449,0,441029,580,0,0,55.6
114,0.00764,0.00509333333,101.386,0.04,0,164,135,29,0,0,4497,0,443269,580,0,0,55.8
115,0.00768,0.00512,101.917,0.04,0,164,135,29,0,0,4541,0,445509,580,0,0,56.1
116,0.00772,0.00514666667,102.447,0.04,0,164,135,29,0,0,4584,0,447755,580,0,0,56.3
117,0.00776,0.00517333333,102.99,0.04,0,164,135,29,0,0,4629,0,450003,580,0,0,56.5
118,0.0078,0.0052,103.534,0.04,0,164,135,29,0,0,4674,0,452255,580,0,0,56.8
119,0.00784,0.00522666667,104.091,0.04,0,164,135,29,0,0,4723,0,454505,580,0,0,57.0
120,0.00788,0.00525333333,104.652,0.08,0,164,135,29,0,0,4765,0,456751,580,0,0,57.3
121,0.00796,0.00530666667,105.764,0.08,0,164,135,29,0,0,4808,0,458994,580,0,0,57.7
122,0.00804,0.00536,106.839,0.08,0,164,135,29,0,0,4848,0,461242,580,0,0,58.0
123,0.00812,0.00541333333,107.906,0.08,0,164,135,29,0,0,4891,0,463490,580,0,0,58.4
124,0.0082,0.00546666667,108.956,0.08,0,164,135,29,0,0,4934,0,465738,580,0,0,58.7
125,0.00828,0.00552,109.995,0.08,0,164,135,29,0,0,4977,0,467986,580,0,0,59.1
126,0.00836,0.00557333333,111.019,0.16,0,164,135,29,0,0,5020,0,470234,580,0,0,59.4
127,0.00844,0.00562666667,112.036,0.08,0,170,141,29,0,0,5192,0,486050,622,0,0,60.8
128,0.00852,0.00568,113.046,0.08,0,170,141,29,0,0,5235,0,488302,622,0,0,61.2
129,0.0086,0.00573333333,114.052,0.08,0,170,141,29,0,0,5278,0,490554,622,0,0,61.5
130,0.00868,0.00578666667,115.095,0.08,0,170,141,29,0,0,5321,0,492806,622,0,0,61.9
131,0.00876,0.00584,116.042,0.08,0,170,141,29,0,0,5364,0,495058,622,0,0,62.2
132,0.00884,0.00589333333,117.079,0.16,0,170,141,29,0,0,5407,0,497310,622,0,0,62.6
133,0.009,0.006,119.36,0.16,0,170,141,29,0,0,5450,0,499552,638,0,0,63.1
134,0.00916,0.00610666667,121.424,0.16,0,170,141,29,0,0,5501,0,501800,638,0,0,63.8
