# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 push_driver=sp-loadcontrol
# ONE ROW PER COMMITTED STEP WHOSE `implex_err_max` EXCEEDED THE THRESHOLD, naming THE POINT THAT HELD THE MAXIMUM.  The threshold is 0.01, or the declared `-implexControl` tolerance if that is smaller, so every row the control could have refused is here whatever the tolerance was.  `curve.csv` carries the maximum on every row; this file carries WHERE it was and what the point looked like.  The columns are the argmax point's own: the six `implexDetail` slots, its mean stress, its `substeps` pair, its committed stress 6-vector and the packed `state` (ManzariDafalias::getState, 26 slots: epsE, alpha, z fabric, alpha_in, e, dgamma)
# THIS IS NOT THE ZERO-INCREMENT CENSUS.  These rows are read at the commit of a step that was actually TAKEN, so the error on them mixes the extrapolation over a real strain increment with whatever inconsistency the committed state already carried.  The census files separate the two by taking a step of nothing
step,s_over_B,ds_m,implex_err_max,ele,gp,x,y,z,err,err_dev,err_vol,clamp_fired,clamp_count,f,p_kPa,substeps,substep_cap_hit,sig11,sig22,sig33,sig12,sig23,sig13,epsE_1,epsE_2,epsE_3,epsE_4,epsE_5,epsE_6,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,z_1,z_2,z_3,z_4,z_5,z_6,alpha_in_1,alpha_in_2,alpha_in_3,alpha_in_4,alpha_in_5,alpha_in_6,e_void,dgamma
341,0.0175791666667,3.90625e-07,0.35006896754,3804,2,-0.105662432703,1.3943375673,-0.605662432703,0.35006896754,0.350068937678,0.000144592506638,0,0,1,-143.351505611,1,0,-97.1763184207,-114.803911574,-218.074286839,2.05297118895,98.9054842099,-2.36520022593,-9.33545937266e-05,0.000104096598045,0.000884696547296,-2.50760921845e-05,-0.0016858450075,4.14025176496e-05,-0.318533058555,-0.197434164245,0.5159672228,-0.0137637961606,-0.682707073956,0.0164793089109,1.38919904174,0.798580588705,-2.18777963045,0.00880444249199,3.09084781606,-0.105552720238,-0.302438210841,-0.178397753447,0.480835964288,0.00333350772595,-0.62833337763,0.0231100636565,0.626435317172,0
342,0.0175794270833,3.90625e-07,0.426884366132,3807,5,1.1056624327,1.1056624327,-0.605662432703,0.426884366132,0.426884205005,0.000370896889356,0,0,1,-131.53557771,135,0,-103.382845726,-103.299524052,-187.924363351,-23.3969625558,59.6976705726,59.8981074061,1.043516369e-05,9.99121479685e-06,0.000820860432144,0.000493244856215,-0.00118886243893,-0.00119086595318,-0.211727257879,-0.211911370331,0.42363862821,0.175683584159,-0.449012165471,-0.450097201708,1.47421040633,1.47636136443,-2.95057177075,-1.29057099531,3.24402472759,3.24910389522,-0.38489348419,-0.383905084024,0.768798568213,0.318064135342,-0.815942432985,-0.818309534014,0.627139542872,3.52699901781e-07
343,0.0175796875,3.90625e-07,0.559584897921,3807,2,1.3943375673,1.3943375673,-0.605662432703,0.559584897921,0.559564208335,0.00481193627779,0,0,1,-63.1902112914,156,0,-65.9970010794,-51.9316998496,-71.6419329452,-18.8573137623,30.5679657254,29.5984292286,0.000162844511363,6.98057470731e-05,0.000272229661132,0.000502335273623,-0.000736948779992,-0.000725018570212,0.0437016356623,-0.175297584305,0.131595948642,0.29189031462,-0.474582314184,-0.459437374422,0.602017645446,0.605475231497,-1.20749287694,-1.59146333641,2.4691624803,2.4713568215,0.0935712099801,-0.353622784857,0.260051574877,0.58256248104,-0.949345977519,-0.90349819639,0.627153587974,4.1042428574e-07
344,0.0175799479167,3.90625e-07,0.498210523737,3807,2,1.3943375673,1.3943375673,-0.605662432703,0.498210523737,0.498202173435,0.00288450105958,0,0,1,-64.5820765633,1,0,-68.0802401464,-52.5790646651,-73.0869248783,-21.1321542244,35.5535784876,36.8344315911,0.000170481498869,6.73646607383e-05,0.000275386937593,0.000534268446224,-0.00080693453746,-0.000826594270237,0.0530795720662,-0.182717538065,0.129637965998,0.322176880719,-0.539968428314,-0.559576285078,0.60201764513,0.605475231305,-1.20749287644,-1.59146333835,2.4691624814,2.47135682266,0.0437016356623,-0.175297584305,0.131595948642,0.29189031462,-0.474582314184,-0.459437374422,0.627141241833,0
345,0.0175802083333,3.90625e-07,0.445753833213,3806,6,0.894337567297,1.1056624327,-0.605662432703,0.445753833213,0.44575371161,0.000329256012482,0,0,1,-137.855340985,108,0,-104.494694094,-111.520195597,-197.551133264,-6.06111264454,91.7756615963,1.67159095045,-9.88122436787e-05,5.29361818068e-05,0.000917198906422,0.00017029539621,-0.00156357128337,-0.000222387644888,-0.238969509565,-0.190592366559,0.429561876125,0.0445114441588,-0.658656196763,-0.0131611773968,2.1788255582,1.18374466127,-3.36257021947,-0.371487500329,3.59857705567,0.780794903293,-0.445570589581,-0.369689700992,0.815260290573,0.087987831901,-1.2278428009,-0.0373312403957,0.626785151373,1.67396546392e-07
346,0.01758046875,3.90625e-07,0.467713281026,3807,7,1.1056624327,1.1056624327,-0.894337567297,0.467713281026,0.46770919651,0.0019546734566,0,0,1,-105.224950879,201,0,-81.0902015446,-79.8246713842,-154.759979708,-15.9636169597,48.4692531383,46.5797327791,-1.19754364632e-05,-1.8901299452e-05,0.000756304743037,0.00037171497485,-0.00100721995682,-0.000986731615644,-0.226668500503,-0.238676017432,0.465344517935,0.151488066818,-0.454567952287,-0.440295718547,1.45401516067,1.46130748062,-2.91532264129,-1.10723189737,2.87648602161,2.88399013316,-0.426999979374,-0.428802479603,0.855802458977,0.30175061622,-0.820529348478,-0.837359093636,0.627151198786,0
347,0.0175807291667,3.90625e-07,0.459054145231,3783,4,1.3943375673,0.894337567297,-0.894337567297,0.459054145231,0.45901979743,0.00561549829305,0,0,1,-104.616462275,169,0,-87.3565182552,-74.48885419,-152.004014381,-8.63619827245,19.2116553247,64.8623751229,9.25580583443e-05,-6.94544748296e-05,0.000703120663918,0.000218055573378,-0.000394430537592,-0.00126788876106,-0.162066745447,-0.284728251764,0.446794997211,0.0815937135515,-0.180613790698,-0.612077255043,0.787050156945,1.59479587204,-2.38184602898,-0.480821700408,0.924708466996,3.0182142339,-0.297002464265,-0.51840789628,0.815410360545,0.14593865523,-0.330664492877,-1.11614246718,0.62677145773,6.04237607898e-07
348,0.0175809895833,3.90625e-07,0.430355708597,3783,4,1.3943375673,0.894337567297,-0.894337567297,0.430355708597,0.430354531031,0.001006748976,0,0,1,-103.324789996,1,0,-85.7686360367,-69.8361276656,-154.369606285,-10.5178043885,21.68792861,71.6633813761,8.89340493195e-05,-8.97968731786e-05,0.000721062422342,0.000238583483094,-0.000421446135596,-0.00134208624647,-0.168103340692,-0.319521052658,0.48762439335,0.100300191163,-0.207042467678,-0.684619584581,0.787050158375,1.59479587201,-2.38184603038,-0.480821700423,0.924708468275,3.01821423524,-0.162066745447,-0.284728251764,0.446794997211,0.0815937135515,-0.180613790698,-0.612077255043,0.626782450414,0
349,0.01758125,3.90625e-07,0.032070592645,3807,8,1.3943375673,1.1056624327,-0.894337567297,0.032070592645,0.0318234965655,0.00397340898266,0,0,1,-76.0371918191,1,0,-52.3974680596,-46.9257700037,-128.788337394,-25.2574423943,48.9310019999,77.3528855361,-9.07353566609e-06,-6.55039981982e-05,0.000652971865766,0.000508735849354,-0.000939223594453,-0.00140922312504,-0.306205586262,-0.37900963097,0.685215217232,0.326466402161,-0.632737841174,-1.00397907216,0.958461147853,1.16771393648,-2.12617508433,-1.14155806153,2.20186664774,2.85329708838,-0.308542037978,-0.38424866863,0.692790706609,0.323337269586,-0.636491485619,-1.00096542076,0.627142692521,0
350,0.0175815104167,3.90625e-07,0.010478178013,4090,6,-1.1056624327,1.1056624327,-0.105662432703,0.010478178013,0.00907698149538,0.00523456028757,0,0,1,-174.543418244,1,0,-151.122499433,-149.703504367,-222.804250931,64.293334347,151.119997088,-156.103767706,0.00015441870637,0.00014812101871,0.000752318745056,-0.000918940824953,-0.00220431820684,0.00224727781984,-0.133370420571,-0.142435983309,0.27580640388,-0.364526399343,-0.859372118145,0.890783295165,0.549547527428,0.578033322396,-1.12758084982,1.5944869546,3.66251949383,-3.70862016912,-0.134161403199,-0.13969511172,0.273856514919,-0.379804128356,-0.877244089437,0.888932274353,0.626855110199,6.68846869215e-08
351,0.0175817708333,3.90625e-07,0.0113691072031,4048,1,1.6056624327,0.394337567297,-0.105662432703,0.0113691072031,0.0113458610555,0.000726660516212,0,0,1,-16.0494978726,3,0,-28.0436385025,-13.049582383,-7.05527273229,-0.374801657218,0.00429831208818,7.72300758967,0.000306367060712,3.08399376752e-05,-0.000183199821623,-4.23765783268e-06,-2.37721496935e-06,-0.00024706210658,0.703490876969,-0.175154045432,-0.528336831537,0.0217151570443,0.000731543941475,-0.450188826818,-0.47371145489,0.15022370557,0.32348774932,0.00982391012735,0.00342368277066,0.451744318813,0.70785149855,-0.17469405437,-0.53315744418,0.0214883886772,0.00285683343777,-0.447211055087,0.626945943331,2.89273362097e-08
362,0.0175901041667,1.5625e-06,0.0114197044491,4065,7,-1.8943375673,0.605662432703,-0.394337567297,0.0114197044491,0.00967695623156,0.00606351117736,0,0,1,-18.2045615748,1,0,-35.2916673054,-6.67633850149,-12.6456789174,4.41106285515,4.13374467788,-20.149511551,0.000425214042908,-0.000122926827658,-0.000124542784792,-0.000160751264478,-0.000155011618525,0.000766148932569,0.888905967762,-0.598377956433,-0.290528011329,-0.228027109409,-0.217102634928,1.04864691885,-1.28600519658,0.83083558472,0.455169611861,0.334183003613,0.330029791093,-1.55320429632,0.903124208161,-0.616959783467,-0.286164424694,-0.241183191093,-0.207061237691,1.06268113752,0.627186156276,0
363,0.0175911458333,1.5625e-06,0.0113811811142,4065,7,-1.8943375673,0.605662432703,-0.394337567297,0.0113811811142,0.00964115091556,0.00604809826121,0,0,1,-18.195459846,1,0,-35.2937119128,-6.65599522579,-12.6366723994,4.42004196353,4.1229456786,-20.1688508568,0.000425325876631,-0.000123107752057,-0.000124575462575,-0.000160986097479,-0.000154729189434,0.000766654718559,0.888634094672,-0.599047298985,-0.289586795687,-0.228954060985,-0.215437666291,1.04833062756,-1.28600519658,0.83083558472,0.455169611861,0.334183003613,0.330029791093,-1.55320429632,0.888905967762,-0.598377956433,-0.290528011329,-0.228027109409,-0.217102634928,1.04864691885,0.627186361188,0
366,0.0175955729167,3.90625e-07,0.427421615493,3802,6,-1.1056624327,1.1056624327,-0.605662432703,0.427421615493,0.427421492884,0.000323746375459,0,0,0.125,-130.809922429,148,0,-103.200707746,-103.064083219,-186.164976321,22.9065456096,60.1410660682,-59.5077073588,1.25755981742e-05,1.17072314751e-05,0.000814061020485,-0.000487818905802,-0.00119195413338,0.00118588646202,-0.208116089405,-0.210047438935,0.41816352834,-0.172791144488,-0.454925333124,0.449667120453,1.48059796736,1.48066457017,-2.96126253753,1.28694386888,3.25256035337,-3.25464124055,-0.376593416725,-0.384329358045,0.76092277477,-0.314110732624,-0.828515099019,0.816966500515,0.627153258743,3.30812656914e-08
367,0.0175958333333,3.90625e-07,0.489249396829,3802,8,-1.1056624327,1.1056624327,-0.894337567297,0.489249396829,0.489201476466,0.0068474609437,0,0,1,-101.268965243,142,0,-77.834201882,-78.1798745411,-147.792819305,16.7679576419,44.6999494352,-44.704932904,-1.31760937997e-05,-1.14195849024e-05,0.000731474256468,-0.000378772747343,-0.000961975163148,0.00096232361335,-0.227960690655,-0.224662021414,0.452622712069,-0.163646701933,-0.435552211832,0.435592716257,1.46170100844,1.46682008082,-2.92852108926,1.10734524244,2.88161531892,-2.88400277435,-0.417940251665,-0.414728067297,0.832668318962,-0.30105732999,-0.799781092416,0.798370726862,0.627167712754,9.94945736273e-08
368,0.01759609375,3.90625e-07,0.464663125559,3802,8,-1.1056624327,1.1056624327,-0.894337567297,0.464663125559,0.46462775341,0.00573332505485,0,0,1,-99.9306166392,1,0,-75.0892781019,-76.1550593723,-148.547512443,16.2597133843,52.167084613,-49.6515643887,-2.30894857846e-05,-1.73404683792e-05,0.000740963840787,-0.00037313701548,-0.00104477545261,0.00101717497321,-0.246304322997,-0.234245755048,0.480550078045,-0.161172149368,-0.51479473296,0.490211319405,1.46170100927,1.46682008155,-2.92852109081,1.10734524236,2.88161531957,-2.88400277501,-0.227960690655,-0.224662021414,0.452622712069,-0.163646701933,-0.435552211832,0.435592716257,0.627178926503,0
369,0.0175963541667,3.90625e-07,0.417661763876,4065,8,-1.6056624327,0.605662432703,-0.394337567297,0.417661763876,0.417651008131,0.0029974007949,0,0,1,-16.7192534089,164,0,-27.6883937782,-11.1879113627,-11.2814550857,2.05514540075,2.89595265567,-6.79167302589,0.00036867644234,-3.97902652874e-05,-0.000168101538228,-0.000105900551272,-0.00012201218242,0.000336565178343,0.619293749329,-0.311107119758,-0.30818662957,-0.115170070019,-0.165783593455,0.38348784309,-1.55959403503,0.766581697099,0.793012337932,0.352168386045,0.312262716553,-1.19230492057,1.12758166622,-0.54662349689,-0.580958169326,-0.253248678893,-0.22179336835,0.734406332117,0.627188654553,0
370,0.0175966145833,3.90625e-07,0.442389715994,4093,7,0.105662432703,1.1056624327,-0.394337567297,0.442389715994,0.442344046146,0.00635654438249,0,0,1,-192.318260113,668,0,-136.74460308,-159.267969343,-280.942207917,6.21840151029,124.445361253,-1.08123805648,-0.000123413479802,0.000104472448984,0.00115385394275,-7.30117075262e-05,-0.00206710717605,4.11288254524e-05,-0.287261305313,-0.170095811557,0.457758770446,-0.0329346250568,-0.641272235169,0.00670946598603,1.16552395934,0.47638593986,-1.64108325401,0.0484798980547,2.74000226942,-0.0474208876658,-0.500993600117,-0.298351827229,0.799359928647,-0.0563561969173,-1.12309367264,0.00818936601347,0.625890972871,1.52948083052e-06
371,0.017596875,3.90625e-07,0.595205471547,4090,4,-1.1056624327,1.3943375673,-0.394337567297,0.595205471547,0.595186452094,0.00475821435554,0,0,1,-57.8632176507,105,0,-56.8358903027,-51.8654795774,-64.8882830718,19.3154757596,30.6080360193,-23.104091159,0.000156082365896,0.000138296014988,0.000224220410671,-0.000517873911919,-0.000820438291069,0.00062453879833,-0.0161817234564,-0.102263294243,0.118445022238,-0.326039855568,-0.519407954241,0.390813093001,0.0409537903688,0.199656228967,-0.246569018812,1.29788941077,1.98352128938,-1.91187808252,-0.0433598012805,-0.251699295786,0.29505910496,-0.725688394933,-1.12879930068,0.824989244195,0.626886806631,0
372,0.0175971354167,3.90625e-07,0.555947272103,4090,4,-1.1056624327,1.3943375673,-0.394337567297,0.555947272103,0.55594726345,9.80873344822e-05,0,0,1,-58.1773767101,46,0,-55.6459292207,-51.9024844323,-66.9837164772,20.6802031434,32.6869765111,-25.3791154103,0.000145706794916,0.000136919920525,0.000237942355073,-0.000537893753828,-0.000850935268323,0.000657912222494,-0.0420637540334,-0.1056774421,0.147741196133,-0.348225327732,-0.550437099969,0.427131069963,0.0431828269597,0.200462378606,-0.249597730583,1.30037380751,1.98745251893,-1.91540065483,-0.0161817234564,-0.102263294243,0.118445022238,-0.326039855568,-0.519407954241,0.390813093001,0.626885229864,6.75801596397e-07
373,0.0175973958333,3.90625e-07,0.116274130705,4114,6,-1.1056624327,1.6056624327,-0.105662432703,0.116274130705,0.116173088551,0.00484633550064,0,0,1,-8.73586228276,1,0,-8.57213129188,-11.2673070133,-6.36814854308,2.05411349313,1.97587072368,-6.02666671886,5.38047141426e-05,0.000113028672061,-0.000113671495623,-7.51039340831e-05,-8.30737643773e-05,0.00024849595935,-0.0167617740084,0.258881897102,-0.242120123093,-0.209619656498,-0.201612828901,0.616138976242,-0.0115007211269,-0.13642065706,0.147921378187,0.121198019582,0.247089535871,-0.32067417813,-0.00349676017197,0.224699819341,-0.221203059169,-0.201312499604,-0.205433191651,0.611695822264,0.627084314485,0
374,0.01759765625,3.90625e-07,0.0208852325679,4116,6,-0.105662432703,1.6056624327,-0.105662432703,0.0208852325679,0.020857453927,0.00107682640117,0,0,1,-14.9643360649,24,0,-12.4743223353,-24.6478822737,-7.77080358579,0.722764657931,5.78982163012,-0.11110569168,3.70659892619e-05,0.000263385179098,-0.000159593477064,-8.79775400533e-06,-0.000200861679638,2.0912847932e-05,-0.155906872333,0.603610410379,-0.447703538046,-0.045838979361,-0.361345774246,0.00682727216324,0.136044191418,-0.381386097746,0.245341906327,0.0282346530136,0.440502304786,-0.0539836456969,-0.172859708478,0.539235484371,-0.366375775893,-0.040557565973,-0.360257904834,0.0237748986403,0.626949370379,8.13192658791e-08
375,0.0175979166667,3.90625e-07,0.0243101134102,4116,6,-0.105662432703,1.6056624327,-0.105662432703,0.0243101134102,0.0242775900875,0.00125707341,0,0,1,-15.1046422606,13,0,-12.6119006335,-24.570303906,-8.13172224244,0.597912769863,6.05330123979,-0.386276181208,3.7603419459e-05,0.000260819392539,-0.000155834796252,-5.19626232648e-06,-0.000208462042247,2.88504469834e-05,-0.154400609419,0.588011262353,-0.433610652933,-0.0376673962017,-0.373556193914,0.0222284543167,0.136046890033,-0.381388082851,0.245341192818,0.0282292034962,0.440520538372,-0.0539959668481,-0.155906872333,0.603610410379,-0.447703538046,-0.045838979361,-0.361345774246,0.00682727216324,0.626946556083,2.24138641853e-07
394,0.01761484375,3.90625e-07,0.422740014948,3803,2,-0.605662432703,1.3943375673,-0.605662432703,0.422740014948,0.422739075885,0.000891042974628,0,0,0.499999999998,-116.249546296,107,0,-90.716394707,-102.368830707,-155.663413474,6.23855158534,79.6804026205,-16.4605852898,-3.72214553724e-05,0.000141805787538,0.000675040002505,-0.00015391940179,-0.00149466925994,0.000315812361536,-0.215644314688,-0.118543913246,0.334188227934,-0.0525196724537,-0.677711784565,0.13968005311,1.73281640711,0.831112029333,-2.56392843644,0.386681327695,3.50554549492,-0.843039400171,-0.386120628511,-0.218735913899,0.60485654241,-0.0931473233703,-1.22735434465,0.254475616015,0.62680649721,3.30550124801e-08
395,0.0176151041667,3.90625e-07,0.480014835266,3803,6,-0.605662432703,1.1056624327,-0.605662432703,0.480014835266,0.479987599527,0.00511335275155,0,0,1,-139.018267325,142,0,-89.8242207377,-110.958688757,-216.271892481,6.9174278342,80.2001001934,-13.7826346,-0.000173239491829,4.62217653707e-05,0.00100310094172,-0.000143695873845,-0.00147598100716,0.000299208024406,-0.350464677795,-0.199398073287,0.549862751082,-0.0488958881502,-0.570595212119,0.0974618656486,2.11992653607,1.21628392079,-3.33621045685,0.282655159369,3.56826985311,-0.732413739342,-0.652067529689,-0.365564405588,1.01763193528,-0.0940980482064,-1.0577377811,0.178721273464,0.626814840807,4.50223095791e-07
396,0.0176153645833,3.90625e-07,0.463009223869,3803,6,-0.605662432703,1.1056624327,-0.605662432703,0.463009223869,0.462996661419,0.00341070411993,0,0,1,-131.645103351,1,0,-77.7417053658,-101.272664496,-215.92094019,7.51385191369,90.0615386535,-15.9508090852,-0.000205468761349,2.53328317598e-05,0.00102638611391,-0.000149340501005,-0.00156931081271,0.00031972788101,-0.404615156323,-0.228507807869,0.633122964192,-0.0563902663049,-0.676886449614,0.119805272867,2.11992653636,1.21628392188,-3.33621045823,0.282655160129,3.56826985492,-0.732413740681,-0.350464677795,-0.199398073287,0.549862751082,-0.0488958881502,-0.570595212119,0.0974618656486,0.626865242642,0
397,0.017615625,3.90625e-07,0.419954335751,3802,5,-1.3943375673,1.1056624327,-0.605662432703,0.419954335751,0.41995059636,0.00177221134435,0,0,1,-93.4551035194,49,0,-79.3523534687,-76.8438023001,-124.16915479,23.4838807506,41.3190419764,-53.6423806403,8.50732822404e-05,4.98414065949e-05,0.000534147179741,-0.000522795234743,-0.000870495608812,0.00114476822097,-0.148644038516,-0.175377006971,0.324021045488,-0.247537818899,-0.435748270166,0.565972739005,1.03551339484,1.07115535735,-2.10666875219,1.44054997703,2.65100850774,-3.22981281,-0.133602901753,-0.169968536983,0.303571438735,-0.222354132525,-0.403238081604,0.530529612642,0.627188205958,3.73924837373e-07
398,0.0176158854167,3.90625e-07,0.538283415324,4095,7,1.1056624327,1.1056624327,-0.394337567297,0.538283415324,0.538182049948,0.010445876074,0,0,1,-115.932038576,228,0,-98.1664125362,-98.8546764926,-150.7750267,-25.698219609,56.0944277666,55.5840880432,5.53293841504e-05,5.88280720434e-05,0.00070704235776,0.000554475738123,-0.00121882894363,-0.00121369231584,-0.151391408241,-0.14547954141,0.296870949651,0.218916986013,-0.477814244684,-0.473499031929,0.934381008933,0.939095799411,-1.87347680834,-1.32922662502,2.96628641576,2.98001174239,-0.285608702112,-0.27367917789,0.559287880002,0.411938480071,-0.895624849957,-0.887809938834,0.626917339808,5.65490892071e-07
399,0.0176161458333,3.90625e-07,0.479688577219,3805,4,0.394337567297,1.3943375673,-0.894337567297,0.479688577219,0.479631763485,0.00738258565047,0,0,1,-124.331393956,1,0,-88.5262612917,-98.1207019007,-186.347218676,-4.48380193955,89.9569586377,10.9806873489,-7.44447658506e-05,8.80459377204e-05,0.000804119871008,7.15936406955e-05,-0.00152640967282,-0.000127199785929,-0.284122039166,-0.208264481241,0.492386520407,0.0356102766031,-0.71574702574,-0.0872716505998,1.40272356856,0.708546430292,-2.11126999885,-0.0685715566499,2.80111285173,0.0898026305872,-0.256361640033,-0.197537577695,0.453899217728,0.0287977844983,-0.63861589526,-0.0669808725303,0.626487553178,0
400,0.01761640625,3.90625e-07,0.540680740356,4095,4,1.3943375673,1.3943375673,-0.394337567297,0.540680740356,0.540521284372,0.013130275433,0,0,1,-37.9623727812,146,0,-40.350934849,-40.6873501975,-32.848833297,-15.8304362099,15.4899894412,17.1260376018,0.000157087141897,0.000161501820713,6.39761563997e-05,0.000467604077141,-0.000456927549301,-0.000486003920721,0.0622822202457,0.0708742306011,-0.133156450847,0.403899450462,-0.397196091708,-0.439061473754,-0.0283501358892,-0.0213772000741,0.0439038122631,-1.21629632378,1.45544247308,1.46696936746,0.10531954336,0.0948342647936,-0.200153808154,0.903433072295,-0.891668504979,-0.914059959922,0.626923640419,0
401,0.0176166666667,3.90625e-07,1.11686687387,4115,5,-0.894337567297,1.6056624327,-0.105662432703,1.11686687387,1.1134141017,0.0877533593187,0,0,1,-3.78848144957,441,0,-2.88392608536,-7.17488774625,-1.30663051709,2.31097548842,-0.104474537566,-2.01087192366,1.53054805504e-05,0.000115496355334,-0.000168026318806,-0.000109829668583,-1.82047537123e-05,9.37905296327e-05,-0.187821896889,0.703670788787,-0.515848891898,-0.479850752816,0.0213348453372,0.417728865588,0.0908519875983,-0.52986019859,0.439008210991,0.287231299717,0.296808401002,-0.140632966977,-0.116069004148,0.583890271971,-0.467821267823,-0.330343260738,-0.0715152760247,0.269645729751,0.627272304352,1.56338864231e-07
402,0.017616796875,1.953125e-07,0.506626710234,4091,1,-0.894337567297,1.3943375673,-0.105662432703,0.506626710234,0.506567523426,0.00774388355965,0,0,0.5,-174.238953349,16992,0,-123.356029321,-229.026575906,-170.33425482,1.10899546327,121.217493937,-19.1453588164,-6.37700689613e-05,0.000777654652762,0.000360204927591,-0.000141086663632,-0.00210817416125,0.000203770815334,-0.289751448915,0.311545232573,-0.0217937836581,-0.00461653188949,-0.689572406978,0.10902440681,1.23214322492,-1.42637533187,0.194232106953,0.401930712751,3.17355205014,-0.21501755069,-0.545447161399,0.590843486731,-0.0453963253329,0.0245093157453,-1.29543362825,0.270966784637,0.626143422605,4.4349542061e-08
403,0.0176169270833,1.953125e-07,1.00830289059,4091,3,-0.894337567297,1.3943375673,-0.394337567297,1.00830289059,1.00558298181,0.0740107145744,0,0,1,-92.0487661478,5,0,-68.8954966401,-104.417523454,-102.83327835,-14.720747736,42.1611624025,-57.0416178883,8.75852161103e-06,0.000358497854389,0.000367033141961,9.48081202014e-06,-0.00109592849145,0.000656586761192,-0.248133883602,0.132396241351,0.11573764225,0.157764495962,-0.455828357244,0.612618294861,0.643334464384,-0.234618156931,-0.408716307453,0.3247827753,1.91848382815,-0.246277027191,1.25429035849,0.281962273028,-1.53625263152,-1.82426234757,-0.0575045599079,-4.16082367941,0.626234448541,0
404,0.0176170572917,1.953125e-07,0.7060930993,4091,3,-0.894337567297,1.3943375673,-0.394337567297,0.7060930993,0.701045513434,0.0842772387576,0,0,1,-85.6603383104,208,0,-63.7581681562,-97.5328002749,-95.6900465001,-12.9739080322,40.8447813855,-52.7134745408,5.44540920522e-06,0.000345023002438,0.000352054967501,-1.08362121145e-05,-0.00108061801686,0.000606247286622,-0.251726164796,0.136211804709,0.115514360087,0.1503072511,-0.468668046764,0.607569664585,0.660226576602,-0.249839432127,-0.410387144475,0.33635382429,1.96190859437,-0.258204900807,1.25429035849,0.281962273028,-1.53625263152,-1.82426234757,-0.0575045599079,-4.16082367941,0.626296823942,3.53806708399e-07
405,0.0176171875,1.953125e-07,0.389545473234,3803,8,-0.605662432703,1.1056624327,-0.894337567297,0.389545473234,0.389537190786,0.00254021884016,0,0,1,-118.536495799,149,0,-75.7556568531,-99.3559469463,-180.497883597,9.64097405312,69.6548621955,-15.8126886982,-0.000160460773386,4.6599093198e-05,0.000903930061368,-0.000180706393163,-0.00128090042822,0.000339190482014,-0.356764248723,-0.161856244627,0.51862049335,-0.0803971805342,-0.580121558794,0.131842061495,2.03113212151,1.20134304748,-3.23247516899,0.341622846461,3.17296638091,-0.847095576295,-0.612548555113,-0.341796828247,0.95434538336,-0.113348152391,-0.990825799463,0.231543507606,0.626835331849,6.17203493396e-07
406,0.0176173177083,1.953125e-07,0.376422584936,3803,8,-0.605662432703,1.1056624327,-0.894337567297,0.376422584936,0.376418099521,0.00183760796664,0,0,1,-117.066340386,1,0,-72.4367525339,-97.5275662295,-181.234702396,8.7881021385,74.4730148925,-17.3449770288,-0.000172082185511,4.26160186373e-05,0.000913092608779,-0.00017196513798,-0.00133028264086,0.000354895212213,-0.376226088737,-0.165124410569,0.541350499306,-0.0739182352076,-0.628738819828,0.146291351167,2.03113212164,1.20134304693,-3.23247516857,0.341622846503,3.17296638137,-0.847095576342,-0.356764248723,-0.161856244627,0.51862049335,-0.0803971805342,-0.580121558794,0.131842061495,0.626846517011,0
407,0.0176174479167,1.953125e-07,0.146392272574,4114,6,-1.1056624327,1.6056624327,-0.105662432703,0.146392272574,0.146347610977,0.00361583059208,0,0,1,-7.73702759935,36,0,-7.82236092163,-11.6907215216,-3.69800035486,4.19373109314,0.927837810383,-1.92221749931,5.13375635509e-05,0.000137314509954,-0.000151462128361,-0.000158460504047,-4.56435592149e-05,8.98012075686e-05,0.0113305946485,0.449323185296,-0.460653779945,-0.479847480145,-0.10455390576,0.22039986561,-0.00329444296955,-0.165425971278,0.168720414247,0.146013569716,0.255596864894,-0.314093209265,0.206552693873,0.124116171367,-0.330668865239,-0.332369556131,-0.0234065168431,0.431049539262,0.627116376997,4.36940272289e-07
408,0.0176177083333,3.90625e-07,0.310725341876,4071,2,1.3943375673,0.894337567297,-0.105662432703,0.310725341876,0.308324110938,0.0385549049864,0,0,2,-189.086321981,102,0,-243.10184543,-144.287679396,-179.869441117,-14.7912122347,8.92831901875,136.06792156,0.000797631254177,-2.85076213729e-05,0.00035693130932,0.00025151794588,-0.000126077763842,-0.00225924998929,0.285720715605,-0.233990144751,-0.0517305708543,0.0782101840638,-0.0466141174953,-0.715401465272,-1.42574062815,1.22960486895,0.1961357592,-0.393264022193,0.216042243413,3.16419093844,0.452180703406,-0.376603017024,-0.0755776863826,0.129836223255,-0.0721252134186,-1.14866002145,0.626058177652,0
